United States 12.6 14.7 14.1 13.2 11.7 11.5
Male 12.3 15.2 14.5 13.3 12.1 11.8
Female 12.9 14.1 13.7 13.0 11.2 11.1
ASIAN 7.1 8.5 78 79 6.6 6.6
Asian Male 6.3 8.3 74 7.2 6.7 6.5
Asian Female 7.9 8.6 8.1 8.6 6.6 6.7
WHITE 9.7 11.7 11.2 10.8 9.7 9.4
White Male 9.5 12.3 11.5 10.8 10.0 9.6
White Female 10.0 11.1 10.8 10.7 9.4 9.1
LATINO 16.7 18.5 17.3 15.2 13.7 13.2
Latino Male 13.6 16.8 16.0 14.0 12.6 12.4
Latina Female 20.2 20.3 18.8 16.5 14.8 13.9
BLACK 20.4 22.5 22.4 20.6 17.2 17.9
Black Male 23.7 26.0 25.6 23.5 20.1 20.8
Black Female 17.0 19.0 19.3 17.6 14.2 14.8
NATIVE AMERICAN 24.4 28.8 27.0 26.3 25.8 23.9
Native American Male 25.0 30.9 28.0 26.9 28.1 23.3
Native American Female 23.9 26.7 25.9 25.6 23.4 24.5
