United States 11.5
Male 11.8
Female 11.1
ASIAN 6.6
Asian Male 6.5
Asian Female 6.7
CHINESE 4.3
Chinese Male 4.7
Chinese Female 3.9
VIETNAMESE 5.5
Vietnamese Male 7.5
Vietnamese Female 3.4
INDIAN 5.9
Indian Male 4.1
Indian Female 7.8
PAKISTANI 6.4
